ERR550957,1.79,1.56,3.32,3.16,2.02,2.87,1.73,4.48,3.75,4.03,1.90,2.69,3.24,3.42,5.64,3.19,4.45,2.09,2.39,2.11,2.26,3.42,3.80,1.53
ERR550984,1.96,1.79,3.84,3.60,2.23,4.08,2.37,4.17,4.12,4.33,2.71,2.58,4.33,3.49,4.92,2.81,2.84,2.02,3.91,2.56,3.15,4.28,5.42,1.82
ERR551007,2.02,1.87,3.72,3.34,1.93,3.21,2.26,5.44,3.12,4.54,2.35,2.29,4.05,3.76,6.39,2.86,4.14,1.75,2.93,1.78,2.69,2.20,4.04,1.69
ERR551071,2.09,1.61,3.25,3.19,1.58,3.40,2.53,4.74,3.36,4.83,2.17,2.87,3.34,3.61,4.41,3.01,3.19,1.48,3.43,2.05,2.70,4.08,3.28,2.00
ERR551079,1.69,1.79,3.47,3.13,1.72,3.48,2.31,6.17,4.33,5.01,2.30,3.03,3.77,4.45,4.82,2.92,3.08,1.64,3.26,1.95,2.83,2.72,4.27,1.65
ERR551086,1.74,2.19,3.65,2.64,2.40,4.23,2.80,5.82,2.97,4.73,2.50,1.30,3.67,4.67,4.19,2.36,3.67,2.07,3.38,2.14,3.00,3.80,7.38,2.55
ERR551090,2.38,1.81,3.59,3.25,2.06,3.60,2.85,5.36,3.27,4.61,2.66,2.07,4.02,3.98,4.37,2.96,3.53,1.82,3.79,2.53,3.02,4.23,5.85,2.03
ERR551155,2.13,1.72,3.91,3.94,3.17,3.57,2.21,5.73,3.74,3.55,4.02,2.46,4.18,3.52,5.23,2.78,2.79,2.48,3.91,2.53,2.79,3.54,6.31,2.16
ERR551159,1.80,1.74,3.82,2.82,2.61,4.03,2.37,4.10,3.88,5.12,2.44,2.35,4.12,4.33,4.48,3.06,2.33,1.65,3.85,2.54,3.70,3.40,4.71,1.78
ERR551168,2.20,1.89,3.45,4.29,1.96,3.26,2.27,5.24,3.79,5.61,2.41,2.32,3.25,3.74,4.72,2.83,2.48,1.50,3.92,1.98,3.42,2.31,4.82,1.78
ERR551184,1.94,2.20,4.39,3.72,1.89,4.13,2.44,5.03,3.27,4.61,2.50,2.80,3.50,3.49,3.97,2.46,3.95,1.43,3.53,2.11,2.12,3.35,4.13,1.57
ERR551201,1.68,1.71,3.54,3.96,1.98,4.15,1.78,4.62,3.39,5.03,2.27,2.83,3.86,4.08,4.39,3.05,3.41,1.66,3.52,2.00,2.61,3.26,5.28,1.71
ERR551212,1.76,1.80,3.96,3.44,1.97,3.69,2.14,5.92,3.50,5.95,2.90,2.78,4.05,3.01,5.93,3.09,3.86,2.03,3.27,2.09,2.83,3.96,5.06,1.81
ERR551214,1.49,2.04,2.46,3.75,0.93,3.49,1.42,3.18,3.26,2.48,1.82,1.82,1.90,3.49,7.33,3.39,3.44,1.53,3.31,2.03,1.18,2.26,3.75,1.63
ERR551225,1.79,1.70,3.43,3.69,1.74,3.06,2.17,5.48,3.93,3.95,2.09,2.46,3.62,3.56,4.07,3.33,3.92,2.13,3.16,1.79,2.20,2.46,6.10,2.77
ERR551293,2.02,1.52,3.16,4.13,2.08,3.44,2.07,4.49,3.34,4.92,2.94,3.03,4.04,5.16,5.52,2.61,4.14,1.32,3.32,2.09,2.82,3.73,6.35,2.22
ERR551305,1.90,1.68,3.67,3.37,2.25,4.18,2.27,4.70,2.57,4.56,2.80,2.43,4.64,5.26,5.01,3.03,3.32,2.10,3.75,2.60,2.83,3.80,5.12,1.62
ERR551311,1.75,1.77,3.58,3.39,2.55,4.26,2.35,5.14,3.99,4.61,3.06,2.59,4.13,3.55,4.74,2.87,2.97,2.29,4.51,2.06,2.50,3.91,5.45,1.94
ERR619080,1.76,1.95,4.15,3.03,2.89,3.81,1.96,5.08,4.42,4.38,3.64,2.12,3.94,3.41,5.03,2.57,2.77,2.69,4.11,1.82,3.00,2.60,5.17,2.47
ERR551361,1.87,1.96,3.50,3.36,2.85,4.49,2.49,4.24,2.41,5.50,3.97,2.25,3.79,4.54,4.58,2.77,2.51,2.34,4.01,2.01,3.17,3.20,5.51,2.04
ERR551369,1.75,1.76,4.98,2.55,4.00,3.63,2.66,4.32,3.50,6.75,3.72,2.96,4.27,3.65,6.36,2.57,3.49,2.34,4.16,2.56,3.34,3.40,6.25,2.03
ERR551412,1.83,1.14,3.36,3.35,2.56,4.49,2.86,5.09,2.87,4.86,3.42,2.37,3.67,4.16,3.69,1.39,0.35,2.99,4.32,2.17,2.62,3.21,5.16,1.74
ERR551494,2.02,1.79,4.53,3.20,2.24,3.24,2.72,5.86,3.26,4.92,2.42,2.50,3.58,4.03,5.80,2.91,3.57,1.88,3.88,2.59,3.00,3.92,5.19,1.81
ERR551520,1.76,1.68,3.39,3.34,1.93,2.82,2.17,4.82,3.15,4.88,2.36,2.34,4.26,3.88,4.91,3.25,4.10,1.68,2.63,1.68,2.34,2.53,4.49,1.60
ERR551549,1.90,1.54,2.64,2.56,2.37,2.02,1.37,3.90,3.68,3.37,2.77,1.97,3.62,3.83,6.09,2.88,3.40,1.89,2.66,2.41,1.87,2.47,4.19,1.32
ERR551554,2.05,1.85,4.07,4.06,2.35,3.35,3.15,5.03,3.30,5.33,2.81,2.72,3.82,4.19,3.99,3.06,2.84,1.82,3.94,2.41,2.95,3.25,5.56,1.75
ERR551556,1.97,1.45,3.60,3.64,3.46,3.69,2.27,4.99,3.22,5.13,2.51,2.41,4.22,4.22,4.54,3.50,2.49,1.95,3.67,2.12,3.13,3.49,6.00,1.81
ERR551572,2.10,1.81,4.05,3.84,2.23,3.53,2.76,5.48,3.32,5.24,2.53,2.39,2.62,4.05,3.11,3.20,3.10,1.71,3.08,2.17,3.31,3.53,1.79,2.53
ERR551575,1.57,1.73,3.70,4.91,0.90,4.40,1.59,3.85,3.47,2.73,1.88,2.28,1.74,4.27,7.68,3.33,3.03,1.48,3.53,2.26,1.28,1.75,4.03,2.17
ERR551636,1.82,1.72,3.87,2.62,2.62,3.63,2.74,4.95,3.42,4.48,2.17,2.65,3.71,4.28,4.95,2.62,3.19,1.86,4.00,2.39,2.97,4.20,8.24,2.15
ERR551638,2.07,1.73,4.13,4.22,2.13,3.58,2.59,5.41,3.28,5.69,2.65,3.04,4.13,4.97,5.61,3.34,3.82,2.60,3.17,2.16,3.17,3.79,5.25,1.94
ERR551681,2.00,1.64,2.97,2.77,2.91,3.96,2.70,4.32,3.76,5.22,3.15,1.70,4.16,3.85,6.86,2.54,2.73,1.83,3.73,2.27,2.80,2.98,5.85,1.60
ERR551688,1.58,1.80,2.73,4.40,1.82,2.58,2.03,4.61,3.99,4.29,2.47,2.58,3.29,5.07,4.18,2.75,3.35,2.02,3.41,2.37,3.59,3.54,5.37,1.58
ERR551693,1.93,1.71,3.26,3.70,2.15,3.88,2.57,5.92,3.64,4.60,4.11,2.79,3.15,3.77,4.65,2.73,3.37,2.09,3.64,2.63,2.76,4.26,4.93,1.90
ERR551772,1.86,1.98,3.54,3.13,1.69,3.63,2.02,4.10,2.78,4.24,2.55,2.17,3.37,3.86,4.25,2.96,3.66,2.43,3.02,1.97,2.90,2.42,5.41,1.87
ERR551804,2.19,1.87,3.10,3.60,2.51,3.30,2.79,4.38,4.16,3.42,2.59,2.84,4.44,3.48,4.88,2.70,3.16,1.96,3.24,1.96,2.77,4.18,7.13,2.05
ERR551822,2.34,2.26,2.90,3.06,1.78,3.54,1.84,4.94,4.18,4.51,2.62,2.96,4.96,3.51,4.77,4.72,4.13,1.43,3.23,1.98,1.56,3.38,5.08,1.79
ERR551854,1.57,1.70,2.60,3.37,1.98,3.01,2.32,5.39,5.02,3.91,2.65,2.21,2.75,3.08,4.98,2.75,2.62,2.10,3.00,2.43,3.86,5.48,5.54,2.24
ERR551879,2.10,1.73,3.44,3.29,2.38,3.00,2.60,4.47,3.45,4.85,2.33,2.71,4.49,4.09,4.54,2.72,3.24,1.68,3.33,2.64,3.00,4.12,5.03,1.99
ERR551927,1.49,1.34,3.10,3.31,2.07,5.09,2.44,5.91,3.73,4.99,4.18,1.75,3.60,2.71,6.35,2.97,2.96,1.96,4.31,1.71,3.71,3.69,4.59,1.90
ERR551930,2.21,1.72,3.90,3.19,2.85,3.49,2.90,4.65,3.26,5.18,2.91,2.31,3.20,3.95,3.80,2.88,2.60,2.19,3.70,2.23,3.12,4.80,7.80,1.76
ERR551934,2.34,2.92,3.36,2.75,1.77,3.27,2.15,5.14,1.63,4.25,2.34,1.60,4.10,3.88,5.35,2.59,3.97,1.93,2.90,1.67,2.61,2.50,5.18,1.62
ERR551945,2.06,2.16,4.24,3.42,2.91,3.50,2.93,4.14,3.67,5.67,2.80,2.50,4.27,3.82,4.66,3.32,3.03,1.78,3.31,2.06,3.10,3.21,5.37,1.89
ERR551956,1.83,1.49,2.70,3.93,2.23,3.81,2.40,4.34,3.94,4.03,2.64,2.07,5.43,3.59,3.18,2.82,3.49,1.52,3.78,2.04,2.83,4.55,5.57,2.03
ERR551977,1.70,1.46,3.37,3.45,3.34,3.52,3.01,6.07,3.36,5.15,2.65,2.33,2.75,3.50,4.19,2.95,2.70,2.29,4.03,1.07,3.42,3.85,4.85,2.00
ERR551979,2.36,1.64,3.67,7.26,2.40,5.59,4.53,3.81,2.96,3.87,1.79,3.37,7.82,4.26,3.55,2.86,2.22,1.53,3.77,1.39,4.12,1.78,5.60,0.99
ERR551990,1.94,1.76,3.30,3.11,1.67,2.99,1.95,4.86,3.08,4.08,2.00,2.13,3.72,3.83,5.13,2.57,3.03,1.80,2.32,1.97,1.98,2.81,4.45,1.69
ERR552090,2.30,1.76,3.37,3.44,2.19,3.24,2.35,4.91,3.81,5.42,3.25,2.52,4.68,4.53,5.42,3.19,3.70,1.87,3.26,2.61,2.67,3.73,5.83,2.14
ERR552130,1.87,1.63,3.50,2.77,2.49,3.23,2.46,4.96,3.10,5.18,2.73,1.94,3.65,2.94,5.12,2.68,3.03,1.76,4.12,2.25,3.17,2.74,5.15,1.86
ERR552136,1.68,1.43,3.53,3.09,2.13,3.20,2.66,5.69,3.31,4.88,2.57,2.70,3.80,3.91,4.47,3.07,3.67,1.67,3.94,2.18,3.06,4.37,5.64,1.85
ERR552141,1.66,1.75,3.36,3.03,3.25,3.72,2.66,5.37,3.11,5.59,3.18,2.25,3.85,3.64,4.35,2.84,2.79,2.46,4.01,2.73,3.01,4.28,4.62,1.90
ERR552177,2.09,1.73,2.76,3.08,2.13,2.95,1.79,3.06,3.45,4.70,2.00,2.26,2.22,3.39,4.70,1.67,5.08,1.73,2.51,2.03,2.17,3.01,5.90,2.35
ERR552190,1.84,2.03,3.62,3.96,1.12,3.14,2.41,5.07,2.92,4.51,1.95,2.56,3.63,3.66,5.55,2.64,3.80,1.86,2.30,1.73,2.02,2.34,4.26,1.47
ERR552194,1.79,1.52,3.91,3.53,2.48,3.55,1.80,4.39,3.42,4.80,2.36,2.60,4.56,3.46,4.04,3.09,3.09,1.74,4.79,2.32,2.36,3.64,4.79,1.85
ERR552219,1.91,1.56,2.98,3.41,1.92,3.57,2.45,4.33,3.28,4.26,2.59,2.66,4.30,3.86,3.38,2.95,3.54,2.24,2.91,2.15,3.21,4.25,6.84,2.15
ERR552331,1.93,1.55,3.89,3.61,2.68,3.98,2.57,5.31,3.34,4.16,2.62,2.49,3.39,4.31,5.31,3.17,1.52,2.03,3.42,2.58,3.28,3.11,5.18,1.88
ERR552358,1.95,1.51,3.10,3.82,2.62,3.57,2.25,4.89,4.92,4.22,2.58,2.64,4.52,3.19,4.64,3.20,3.16,2.31,3.62,2.06,3.04,4.26,4.95,1.74
ERR552429,1.71,1.92,3.71,3.28,2.79,3.46,2.51,4.76,3.34,5.30,2.65,2.49,3.33,4.48,4.65,3.10,3.09,1.72,3.49,2.00,3.41,3.45,5.42,1.67
ERR552445,1.98,1.47,4.12,3.70,1.23,3.71,1.92,6.20,3.64,4.96,2.91,1.72,1.86,5.55,3.81,3.13,2.73,1.42,3.84,2.31,2.03,3.35,3.79,1.69
ERR552479,2.08,1.97,3.54,3.78,1.76,3.74,2.03,4.41,3.05,3.66,2.38,2.24,3.34,3.29,4.67,3.12,3.65,2.11,3.08,1.82,2.63,2.52,5.11,1.94
ERR552482,1.83,1.97,3.18,3.14,2.33,3.72,2.53,4.93,3.26,5.99,2.72,2.75,4.36,4.36,4.46,3.00,4.75,2.52,3.40,2.24,2.73,3.98,5.91,1.52
ERR552493,1.90,2.05,3.90,3.31,1.94,3.20,2.24,4.53,4.03,4.06,2.35,2.29,3.78,3.70,4.23,3.05,3.39,1.79,6.50,2.46,2.64,4.23,5.70,2.09
ERR552549,2.06,1.68,3.27,3.75,2.62,4.74,2.99,5.61,2.95,4.22,2.52,2.40,4.47,3.10,3.75,3.19,2.61,2.35,3.90,2.16,2.58,3.40,3.62,2.98
ERR552555,1.72,1.53,3.63,3.15,2.12,3.64,2.24,5.27,3.23,4.80,2.82,2.65,4.29,6.99,4.48,3.11,3.76,2.18,3.63,2.05,2.08,4.22,7.43,1.89
ERR552580,1.77,1.89,3.93,3.37,2.23,3.90,2.44,5.06,3.47,4.75,2.35,2.38,3.95,3.76,5.26,2.87,2.50,1.78,3.59,2.19,3.22,3.03,5.08,1.91
ERR552668,1.73,1.30,3.56,3.86,0.70,3.39,1.69,4.59,5.20,4.51,2.54,2.18,2.41,3.19,5.26,3.00,2.29,2.07,4.55,1.87,1.99,1.73,4.03,1.21
ERR552690,1.79,1.36,3.73,3.61,1.21,5.70,1.82,5.99,1.90,4.84,2.38,2.69,3.57,3.41,6.64,2.67,2.05,1.27,3.67,2.13,3.15,2.70,5.16,1.33
ERR552743,1.74,1.35,3.17,3.86,1.66,3.46,2.15,5.36,3.52,4.45,2.29,2.40,3.46,4.03,4.12,2.68,2.67,1.55,3.38,2.13,3.26,3.05,4.86,1.27
ERR552755,1.90,1.88,4.15,2.70,2.03,3.32,2.69,5.23,3.31,4.65,2.59,1.49,3.58,3.54,3.52,2.29,3.39,1.85,3.32,2.16,2.71,3.33,6.05,2.15
ERR552760,1.96,1.72,4.03,3.62,2.75,3.64,3.08,5.50,3.46,4.77,2.53,2.12,3.08,3.15,5.80,2.75,3.25,1.90,3.71,2.17,2.02,4.27,6.34,2.05
ERR552787,1.88,1.50,4.50,3.20,2.10,3.81,2.47,5.51,3.94,4.89,3.07,2.43,4.17,4.24,3.89,3.13,1.54,1.97,3.54,2.32,2.74,3.85,6.19,1.96
ERR552830,1.87,1.89,3.20,3.49,2.31,3.65,2.33,5.87,3.28,5.27,2.76,2.31,2.98,4.56,4.55,2.84,3.30,2.32,2.99,2.66,3.12,3.84,6.27,2.04
ERR552838,2.42,2.91,3.51,3.27,1.65,4.01,2.48,4.81,3.46,5.40,2.45,1.62,2.88,3.90,4.62,3.90,5.31,1.73,2.64,2.05,1.57,3.05,5.54,3.23
ERR552894,1.72,1.54,3.32,3.41,2.86,3.64,2.48,6.56,3.73,4.77,2.97,2.05,3.39,3.13,4.80,2.72,2.56,2.88,3.96,2.38,3.20,3.19,5.45,2.26
ERR552907,1.63,1.53,3.76,3.35,1.88,3.64,2.47,4.29,3.46,5.62,3.61,2.60,4.79,5.03,5.18,3.33,3.00,1.84,3.98,1.97,3.25,3.72,7.00,2.27
ERR552911,1.55,1.83,3.35,3.54,1.83,4.20,2.51,4.92,3.06,5.40,3.58,2.21,3.94,3.74,6.82,2.91,2.22,2.16,4.96,2.48,3.09,3.00,4.00,1.99
ERR552912,1.97,1.59,3.46,3.05,1.58,3.42,2.32,4.91,2.95,4.60,2.23,1.51,3.13,4.06,4.54,2.33,4.33,1.96,3.11,2.05,1.93,3.00,4.61,2.20
ERR552939,2.27,1.60,3.23,3.54,2.28,3.81,2.27,4.64,4.44,5.18,2.47,3.83,3.23,4.10,5.40,3.27,3.59,1.48,5.03,2.46,1.87,3.75,4.94,2.26
ERR552949,2.16,1.52,3.07,4.55,2.33,4.37,2.28,4.99,3.40,4.80,3.36,2.36,3.83,4.08,4.17,2.68,2.52,2.22,3.40,2.27,2.45,3.14,5.84,1.83
ERR552954,1.81,1.55,3.74,2.39,2.12,3.61,2.49,5.37,3.89,5.73,2.65,2.25,4.82,4.73,3.19,3.08,3.69,2.07,3.12,2.05,3.07,3.98,5.08,2.41
ERR553068,2.03,1.79,4.11,3.53,2.32,3.87,2.47,5.39,3.19,5.98,2.38,2.70,4.66,4.45,4.93,3.32,3.62,1.89,3.09,2.26,2.67,4.81,5.34,1.67
ERR553081,1.64,1.99,3.54,2.36,3.22,2.88,2.76,4.35,1.76,4.96,3.52,2.47,4.36,3.34,6.02,2.90,2.97,2.31,4.42,2.66,2.96,3.33,4.50,2.11
ERR553086,1.89,3.16,3.21,3.34,1.84,3.11,2.26,4.98,1.63,4.70,2.24,1.44,3.84,3.84,4.96,2.57,4.06,1.98,2.33,1.69,2.12,2.43,4.67,1.75
ERR553098,2.06,1.65,3.75,3.97,2.12,3.86,2.33,4.15,3.38,5.55,3.15,2.49,4.83,5.16,5.15,3.16,2.97,2.05,3.43,2.30,2.88,3.64,7.21,2.36
ERR553107,1.74,2.03,3.85,3.42,2.44,3.41,2.18,5.50,3.39,4.92,2.87,2.30,4.78,3.12,3.53,3.11,2.62,1.91,4.10,2.07,3.73,3.21,5.14,3.01
ERR553116,1.95,0.50,3.97,3.03,2.20,3.76,3.21,5.39,3.23,4.20,2.93,2.28,3.76,5.63,5.64,2.67,3.79,1.72,3.35,2.09,2.45,3.94,5.56,1.85
ERR553139,2.69,2.58,4.52,3.23,1.31,4.94,1.78,3.11,3.28,4.20,2.03,5.60,3.00,5.69,3.50,3.37,4.79,1.84,3.14,1.80,0.68,2.40,5.56,1.69
ERR553156,1.86,1.69,4.55,4.45,1.25,3.53,2.30,5.71,2.99,4.73,2.30,3.34,4.05,3.80,4.21,2.85,2.29,1.67,3.74,2.19,2.51,3.78,4.26,1.73
ERR553171,2.02,1.34,2.97,3.49,1.83,3.98,2.25,4.04,2.96,4.53,3.42,2.43,5.44,4.50,7.12,3.31,3.58,2.47,3.33,2.23,3.10,3.65,6.10,2.43
ERR553237,2.30,1.35,4.30,3.49,1.65,3.41,2.72,5.21,3.89,4.47,1.96,2.97,3.83,3.67,4.44,3.30,3.02,1.69,3.63,2.18,3.11,3.74,4.82,1.64
ERR553251,2.14,2.08,3.80,3.47,2.07,3.63,1.97,4.52,3.21,4.06,2.63,2.40,3.38,3.40,5.61,3.22,3.87,2.08,2.99,2.02,2.22,2.40,6.07,2.15
ERR553275,2.44,1.46,3.06,3.23,2.10,5.64,2.50,5.71,4.14,6.85,3.13,2.41,2.59,3.65,5.08,2.37,2.47,2.60,2.24,2.31,3.84,5.78,9.02,3.00
ERR553277,1.78,1.49,3.64,3.67,1.77,3.17,2.02,5.59,2.08,5.00,2.02,1.45,4.08,4.92,5.03,3.07,3.74,1.77,3.08,1.92,3.24,3.68,4.31,1.73
ERR553291,2.03,1.73,3.80,2.82,2.43,3.81,2.56,4.21,3.17,6.32,2.42,2.88,3.82,3.32,3.72,3.18,3.76,1.63,3.44,2.11,3.53,4.02,6.12,2.04
ERR553303,1.74,1.63,3.64,2.46,3.12,4.98,2.39,4.86,7.59,6.49,4.18,2.33,3.09,3.99,4.06,2.83,2.49,2.19,3.81,1.69,3.50,3.73,4.16,1.25
ERR553313,2.01,1.83,3.73,3.68,1.94,3.45,2.58,5.83,3.27,4.85,3.02,2.52,4.03,4.96,4.87,2.98,3.78,2.27,2.80,2.01,2.60,4.26,5.64,2.10
